city,loc,embedding-1,embedding-2,embedding-3,embedding-4,embedding-5,embedding-6,embedding-7,embedding-8
E,5,0.998770773,0.999248683,0.011102437,1,0.020668643,0.000418161,0.968449533,0.999905348
E,6,0.997135162,0.948856294,0.002472404,0.999999642,0.003476843,0.000514014,0.998155534,0.999780238
E,7,0.976097465,0.995389223,0.05673635,0.999999046,0.08217974,0.009367211,0.830923378,0.997386038
E,8,0.942541599,0.09821403,0.003312059,0.997158408,0.004275871,0.014941596,0.998762727,0.991194963
E,9,0.815502107,0.368210256,0.028184526,0.995148718,0.032131951,0.061670117,0.967574954,0.963219345
E,10,0.092783883,0.999940395,0.982533872,0.999958277,0.988176882,0.886167228,0.0001365,0.388479322
E,11,0.929046512,0.999732196,0.501124263,0.999999285,0.647444069,0.065399028,0.058236349,0.990951419
E,12,0.163995758,0.999823391,0.963726938,0.999932885,0.974981725,0.796399474,0.000469581,0.547392786
E,13,0.999882698,0.996555805,0.000872513,1,0.001675911,3.51E-05,0.999351084,0.999991894
E,14,0.939448714,0.990382731,0.109946303,0.999990463,0.145298332,0.032705899,0.698902011,0.990725338
E,15,0.98978883,0.132163256,0.001199959,0.99969399,0.001531809,0.00276148,0.999747455,0.998571038
E,16,0.585941553,0.9994331,0.737473965,0.999987841,0.800664842,0.319015831,0.014587048,0.89602524
E,17,0.673832536,0.997822404,0.511706471,0.999979734,0.576581717,0.2061802,0.066393055,0.91470331
E,18,0.993854523,0.926268518,0.004589224,0.999998093,0.006069405,0.002160424,0.997471571,0.999235988
E,19,0.998678267,0.999839306,0.021938317,1,0.041362818,0.000384355,0.850278914,0.999885678
E,20,0.097753175,0.999561489,0.948154986,0.999870896,0.956526041,0.82258451,0.000727979,0.30992204
E,21,0.9967224,0.980881214,0.00700839,0.999999762,0.01018953,0.001122226,0.991872728,0.999625325
E,22,0.998147607,0.829374909,0.001691413,0.999998689,0.002286663,0.000388751,0.999097943,0.999825418
E,23,0.98257184,0.128258318,0.002396197,0.999232292,0.002846929,0.003699831,0.999119818,0.997694433
E,24,0.999887466,0.999194086,0.001445631,1,0.00290968,2.98E-05,0.99771595,0.999992251
E,25,0.998233438,0.998775542,0.014778032,1,0.02522127,0.000704958,0.954537034,0.999814332
E,26,0.996853411,0.998193324,0.018507954,1,0.03016278,0.00122414,0.945580184,0.999655843
E,27,0.998564422,0.992522895,0.004511728,1,0.007140984,0.000480771,0.994722843,0.999854922
E,28,0.994692743,0.967200339,0.008233901,0.999999046,0.011195669,0.001693405,0.990249693,0.99935025
E,29,0.491183698,0.999334753,0.797070801,0.999977469,0.85286963,0.271606028,0.005807717,0.898060679
E,30,0.980859756,0.710810542,0.008383818,0.99994874,0.012513859,0.003858577,0.989303112,0.998326838
E,31,0.65401572,0.019641032,0.024216847,0.578321159,0.027780578,0.213334873,0.987638354,0.878291965
E,32,0.628573895,0.997313559,0.633107305,0.999938846,0.692810893,0.31043309,0.042248536,0.890249193
E,33,0.019666027,0.9999367,0.994588614,0.99977237,0.995782495,0.958740354,1.74E-05,0.108247906
F,0,0.999998331,1,0.003037373,1,0.015985876,6.36E-08,0.52706027,1
F,1,1,1,0.000407003,1,0.007812122,3.53E-12,0.134489819,1
F,2,1,1,3.78E-08,1,1.00E-06,6.12E-17,0.999995232,1
F,3,1,1,4.18E-05,1,0.000408785,2.09E-11,0.988713801,1
F,4,0.999998212,1,0.005902495,1,0.033011694,1.11E-07,0.305033356,1
F,5,1,1,7.82E-08,1,2.28E-06,8.58E-17,0.999980569,1
F,6,1,1,9.38E-08,1,4.00E-06,1.65E-17,0.999937654,1
F,7,1,1,1.02E-05,1,0.0001356,2.07E-12,0.998854756,1
F,8,1,1,4.10E-05,1,0.000315367,1.16E-10,0.997590423,1
F,9,0.984920681,0.999984622,0.141556844,1,0.240863577,0.002040139,0.094655044,0.998715878
F,10,1,1,0.000182561,1,0.002176429,8.24E-11,0.930249035,1
F,11,1,1,6.16E-11,1,6.41E-09,4.02E-23,1,1
F,12,1,1,1.94E-07,1,6.82E-06,1.20E-16,0.999901414,1
F,13,1,1,1.19E-05,1,0.000257958,1.41E-13,0.990033686,1
F,14,1,1,2.33E-14,1,7.92E-12,7.15E-30,1,1
F,15,1,1,4.28E-13,1,1.36E-10,3.85E-28,1,1
F,16,1,1,5.29E-10,1,4.10E-08,2.38E-21,0.999999762,1
F,17,1,1,7.28E-07,1,1.24E-05,3.19E-14,0.999951243,1
F,18,1,1,1.82E-07,1,9.05E-06,1.35E-17,0.999583423,1
F,19,1,1,3.42E-06,1,7.63E-05,3.00E-14,0.998213768,1
F,20,1,1,2.99E-13,1,4.62E-11,8.90E-27,1,1
F,21,1,1,5.84E-17,1,4.30E-14,1.12E-34,1,1
F,22,1,1,5.26E-16,1,4.36E-13,1.19E-33,1,1
F,23,1,1,8.14E-13,1,1.38E-10,1.76E-26,1,1
F,24,1,1,2.92E-09,1,2.20E-07,2.13E-20,0.999998093,1
F,25,1,1,4.07E-06,1,7.37E-05,1.72E-13,0.999358237,1
F,26,1,1,2.43E-08,1,8.93E-07,9.37E-18,0.999995351,1
F,27,1,1,4.97E-13,1,9.41E-11,5.68E-27,1,1
F,28,1,1,8.17E-13,1,1.38E-10,2.02E-26,1,1
F,29,1,1,5.17E-14,1,1.30E-11,1.01E-28,1,1
F,30,1,1,1.25E-14,1,2.71E-12,4.50E-29,1,1
F,31,1,1,1.82E-07,1,6.88E-06,9.26E-17,0.999919772,1
F,32,1,1,2.41E-05,1,0.000391663,2.71E-12,0.994729221,1
F,33,1,1,5.13E-05,1,0.000379757,2.01E-10,0.996228576,1
F,34,1,1,2.24E-13,1,2.74E-11,1.96E-26,1,1
F,35,1,1,7.21E-10,1,3.46E-08,3.98E-20,0.999999881,1
F,36,1,1,9.65E-07,1,1.76E-05,2.57E-14,0.999893546,1
F,37,1,1,5.78E-05,1,0.000909772,5.19E-12,0.9655146,1
F,38,1,1,4.10E-05,1,0.000432743,4.13E-11,0.996708512,1
F,39,1,1,1.75E-10,1,1.26E-08,8.11E-22,1,1
F,40,1,1,2.60E-06,1,6.91E-05,2.38E-15,0.990694642,1
F,41,1,1,0.000203853,1,0.002053006,2.82E-10,0.962869108,1
F,42,1,1,2.82E-10,1,1.06E-08,4.28E-20,1,1
F,43,0.999994874,0.999999642,0.00229095,1,0.008494142,7.24E-07,0.939830542,0.999999881
F,44,1,1,1.70E-16,1,9.49E-15,7.72E-28,1,1
F,45,0.999974608,0.999979019,0.000485282,1,0.001203473,1.53E-06,0.997186124,0.999999046
F,46,1,1,8.42E-07,1,1.60E-05,2.93E-15,0.999198735,1
F,47,0.99999845,1,0.013021869,1,0.088714965,2.40E-07,0.204400972,1
F,48,1,1,5.25E-05,1,0.000693495,2.87E-11,0.993661523,1
F,49,1,1,7.74E-11,1,2.48E-09,1.92E-20,1,1
F,50,1,0.999998093,2.04E-13,1,1.61E-12,6.31E-19,1,1
F,51,1,1,3.85E-17,1,4.26E-15,1.35E-30,1,1
F,52,1,1,6.30E-10,1,1.08E-08,5.02E-18,1,1
F,53,1,1,9.55E-08,1,3.99E-06,2.67E-17,0.999940276,1
F,54,1,1,8.65E-09,1,4.15E-07,1.25E-18,0.999998331,1
F,55,1,1,0.000171234,1,0.002111269,1.68E-10,0.974413991,1
F,56,1,1,1.40E-08,1,2.14E-07,3.97E-16,0.999999762,1
F,57,1,1,2.85E-19,1,3.33E-17,1.23E-32,1,1
F,58,1,1,2.26E-21,1,2.00E-19,6.58E-34,1,1
F,59,1,0.999999166,2.09E-13,1,1.67E-12,4.38E-19,1,1
F,60,1,1,1.55E-12,1,3.26E-11,2.81E-21,1,1
F,61,1,1,2.23E-14,1,1.41E-12,3.54E-26,1,1
F,62,1,1,6.29E-11,1,1.44E-09,8.26E-20,1,1
F,63,1,1,8.71E-05,1,0.001381055,2.19E-11,0.97926122,1
F,64,1,1,7.67E-05,1,0.000884782,9.03E-11,0.993333161,1
F,65,0.999917865,0.999999881,0.035763577,1,0.12638551,1.94E-05,0.245101973,0.999997497
F,66,1,1,1.01E-06,1,2.32E-05,1.07E-14,0.999806345,1
F,67,0.99985218,1,0.063813217,1,0.221218616,1.88E-05,0.060887408,0.999996305
F,68,1,1,4.79E-25,1,5.52E-23,3.79E-38,1,1
F,69,1,1,1.42E-26,1,8.83E-24,0,1,1
F,70,1,1,1.97E-25,1,6.63E-23,0,1,1
F,71,1,0.999972701,5.57E-14,1,3.63E-13,6.15E-19,1,1
F,72,1,1,1.37E-15,1,2.35E-14,1.58E-23,1,1
F,73,1,1,1.37E-18,1,8.08E-17,2.19E-30,1,1
F,74,1,1,3.69E-19,1,8.72E-18,3.12E-28,1,1
F,75,1,0.999308348,6.53E-10,1,2.00E-09,3.41E-13,1,1
F,76,1,1,4.23E-14,1,1.74E-12,5.40E-25,1,1
F,77,1,0.999999881,2.32E-11,1,1.77E-10,1.04E-17,1,1
F,78,1,0.999999285,3.31E-08,1,1.71E-07,2.99E-13,1,1
F,79,1,1,1.00E-07,1,1.02E-06,4.26E-14,0.999998689,1
F,80,1,0.999999285,7.32E-10,1,4.41E-09,1.32E-14,1,1
F,81,1,1,1.06E-31,1,1.37E-27,0,1,1
F,82,1,1,7.55E-19,1,1.51E-17,6.13E-27,1,1
F,83,1,1,1.99E-25,1,2.50E-23,7.76E-39,1,1
F,84,1,1,2.29E-24,1,2.53E-22,1.14E-37,1,1
F,85,1,1,2.73E-27,1,1.89E-24,0,1,1
F,86,1,0.999967575,1.21E-14,1,7.64E-14,9.72E-20,1,1
F,87,1,1,3.72E-18,1,5.77E-17,6.24E-26,1,1
F,88,1,1,8.31E-11,1,1.07E-09,2.23E-18,1,1
F,89,1,1,3.17E-19,1,1.15E-17,4.72E-29,1,1
F,90,1,1,3.00E-20,1,4.20E-18,3.36E-34,1,1
F,91,1,1,1.90E-26,1,1.02E-23,0,1,1
F,92,1,1,2.82E-28,1,1.23E-25,0,1,1
F,93,1,1,1.30E-21,1,5.44E-20,5.07E-32,1,1
F,94,1,1,1.95E-27,1,6.98E-25,0,1,1
F,95,1,1,7.93E-28,1,6.33E-25,0,1,1
F,96,1,1,4.47E-24,1,4.16E-22,7.98E-37,1,1
F,97,1,0.890244544,7.34E-17,1,2.85E-16,3.58E-20,1,1
F,98,1,0.999999881,3.24E-18,1,5.12E-17,6.67E-26,1,1
F,99,1,1,1.03E-22,1,1.36E-20,8.01E-37,1,1
F,100,1,0.999999881,1.39E-16,1,1.87E-15,5.94E-24,1,1
F,101,0.996994495,0.967408955,0.001124524,1,0.001366919,0.00028926,0.99909234,0.999687791
F,102,1,1,2.71E-13,1,1.07E-11,7.20E-24,1,1
F,103,1,1,1.38E-19,1,2.61E-17,3.59E-34,1,1
F,104,1,1,2.46E-28,1,5.88E-25,0,1,1
F,105,1,1,1.82E-29,1,5.52E-26,0,1,1
F,106,1,1,8.66E-30,1,3.54E-26,0,1,1
F,107,1,1,3.54E-29,1,1.10E-25,0,1,1
F,108,1,1,2.30E-27,1,2.01E-24,0,1,1
F,109,1,1,1.14E-25,1,1.86E-23,0,1,1
F,110,1,1,3.41E-22,1,8.42E-21,4.65E-31,1,1
F,111,1,1,6.55E-28,1,2.88E-25,0,1,1
F,112,1,1,1.35E-25,1,3.70E-23,0,1,1
F,113,1,1,8.23E-08,1,6.67E-07,7.99E-14,0.999999642,1
F,114,1,1,7.16E-21,1,1.12E-18,5.41E-35,1,1
F,115,1,1,5.28E-21,1,9.57E-19,1.88E-35,1,1
F,116,1,1,1.19E-21,1,1.18E-19,2.63E-34,1,1
F,117,1,1,8.96E-26,1,3.03E-23,0,1,1
F,118,1,1,1.24E-26,1,3.01E-24,0,1,1
F,119,1,1,3.23E-32,1,1.80E-28,0,1,1
F,120,1,1,6.88E-33,1,3.13E-29,0,1,1
F,121,1,1,1.14E-30,1,2.89E-27,0,1,1
F,122,1,1,2.17E-32,1,8.95E-29,0,1,1
F,123,1,1,8.51E-31,1,1.18E-27,0,1,1
F,124,1,1,6.53E-29,1,2.88E-26,0,1,1
F,125,1,1,1.47E-24,1,6.33E-23,3.02E-35,1,1
F,126,1,0.999999881,2.73E-16,1,3.71E-15,1.28E-23,1,1
F,127,1,1,2.68E-22,1,6.59E-20,1.05E-37,1,1
F,128,1,1,2.10E-27,1,5.52E-25,0,1,1
F,129,1,1,1.45E-24,1,7.18E-22,0,1,1
F,130,1,1,4.91E-32,1,3.56E-28,0,1,1
F,131,1,1,4.57E-30,1,1.81E-26,0,1,1
F,132,1,1,1.35E-29,1,5.03E-26,0,1,1
F,133,1,1,1.68E-29,1,4.20E-26,0,1,1
F,134,1,1,0,1,0,0,1,1
F,135,1,1,6.09E-35,1,1.08E-30,0,1,1
F,136,1,1,3.03E-28,1,1.80E-25,0,1,1
F,137,1,1,1.56E-28,1,1.61E-25,0,1,1
F,138,1,1,5.58E-28,1,6.09E-26,0,1,1
F,139,1,1,3.01E-23,1,8.60E-22,2.09E-32,1,1
F,140,1,1,1.44E-15,1,2.75E-14,1.89E-23,1,1
F,141,1,0.999999881,2.11E-17,1,3.47E-16,9.70E-25,1,1
F,142,1,1,8.03E-22,1,4.47E-20,1.05E-32,1,1
F,143,1,1,1.36E-28,1,2.76E-25,0,1,1
F,144,1,1,7.01E-33,1,4.02E-29,0,1,1
F,145,1,1,6.78E-35,1,1.18E-30,0,1,1
F,146,1,1,2.30E-35,1,4.02E-31,0,1,1
F,147,1,1,0,1,2.38E-37,0,1,1
F,148,1,1,1.10E-33,1,7.09E-30,0,1,1
F,149,1,1,9.67E-30,1,1.50E-26,0,1,1
F,150,1,0.999999881,9.98E-21,1,1.94E-19,6.64E-29,1,1
F,151,1,1,2.72E-23,1,1.72E-21,4.58E-35,1,1
F,152,1,0.9998312,2.21E-19,1,2.12E-18,2.01E-25,1,1
F,153,1,1,1.43E-24,1,1.17E-22,7.30E-37,1,1
F,154,1,1,1.36E-12,1,1.38E-11,2.94E-19,1,1
F,155,1,0.999999881,1.96E-11,1,1.60E-10,2.28E-17,1,1
F,156,1,1,4.61E-12,1,7.50E-11,3.09E-20,1,1
F,157,1,1,1.06E-17,1,2.34E-16,7.22E-26,1,1
F,158,1,0.999999762,4.96E-23,1,1.33E-21,2.05E-31,1,1
F,159,1,1,1.43E-23,1,1.70E-21,1.10E-36,1,1
F,160,1,1,4.07E-22,1,4.95E-20,2.66E-35,1,1
F,161,1,1,2.37E-31,1,7.99E-28,0,1,1
F,162,1,1,8.21E-33,1,4.06E-29,0,1,1
F,163,1,1,1.14E-34,1,7.69E-31,0,1,1
F,164,1,1,9.55E-39,1,2.33E-34,0,1,1
F,165,1,1,1.61E-32,1,6.12E-29,0,1,1
F,166,1,1,1.49E-28,1,4.24E-26,0,1,1
F,167,1,0.999994159,9.49E-19,1,1.05E-17,1.84E-25,1,1
F,168,1,1,2.90E-28,1,2.23E-25,0,1,1
F,169,1,1,1.04E-25,1,1.04E-23,9.88E-39,1,1
F,170,1,1,5.87E-22,1,8.54E-20,1.28E-35,1,1
F,171,1,0.999999881,3.45E-17,1,5.13E-16,2.33E-24,1,1
F,172,1,1,1.24E-17,1,2.25E-16,3.38E-25,1,1
F,173,1,1,5.97E-22,1,2.92E-20,2.46E-32,1,1
F,174,1,1,7.36E-30,1,4.73E-27,0,1,1
F,175,1,1,2.61E-32,1,1.09E-28,0,1,1
F,176,1,1,2.21E-32,1,1.03E-28,0,1,1
F,177,1,1,1.87E-35,1,1.69E-31,0,1,1
F,178,1,1,2.57E-37,1,8.99E-33,0,1,1
F,179,1,1,6.62E-31,1,2.96E-27,0,1,1
F,180,1,1,1.00E-28,1,5.46E-26,0,1,1
F,181,1,1,3.07E-29,1,1.88E-26,0,1,1
F,182,1,1,3.59E-29,1,7.09E-27,0,1,1
F,183,1,1,1.26E-26,1,2.25E-24,0,1,1
F,184,1,1,1.49E-29,1,8.92E-27,0,1,1
F,185,1,1,5.79E-29,1,3.95E-26,0,1,1
F,186,1,1,5.68E-19,1,1.71E-17,1.55E-28,1,1
F,187,1,1,4.23E-15,1,8.57E-14,4.70E-23,1,1
F,188,1,1,7.45E-23,1,5.79E-21,1.68E-34,1,1
F,189,1,1,3.10E-24,1,3.58E-22,4.79E-37,1,1
F,190,1,1,9.34E-29,1,4.07E-26,0,1,1
F,191,1,1,2.26E-28,1,9.77E-26,0,1,1
F,192,1,1,1.17E-29,1,1.42E-26,0,1,1
F,193,1,1,4.62E-33,1,3.38E-29,0,1,1
F,194,1,1,8.19E-37,1,2.18E-32,0,1,1
F,195,1,1,3.24E-33,1,1.20E-29,0,1,1
F,196,1,1,6.20E-35,1,2.29E-31,0,1,1
F,197,1,1,2.82E-28,1,2.87E-25,0,1,1
F,198,1,1,4.52E-31,1,8.10E-28,0,1,1
F,199,1,0.999999046,5.43E-22,1,1.06E-20,5.00E-30,1,1
F,200,1,0.96370846,2.30E-11,1,6.39E-11,7.82E-14,1,1
F,201,1,1,3.63E-24,1,1.57E-22,1.77E-34,1,1
F,202,1,1,1.91E-18,1,6.17E-17,1.17E-27,1,1
F,203,1,1,6.76E-15,1,2.46E-13,3.08E-25,1,1
F,204,1,1,1.82E-27,1,7.16E-25,0,1,1
F,205,1,1,3.52E-31,1,1.02E-28,0,1,1
F,206,1,1,7.02E-27,1,1.71E-24,0,1,1
F,207,1,1,1.99E-28,1,6.38E-26,0,1,1
F,208,1,1,7.38E-32,1,1.82E-28,0,1,1
F,209,1,1,2.95E-34,1,1.57E-30,0,1,1
F,210,1,1,1.25E-35,1,1.42E-31,0,1,1
F,211,1,1,4.36E-29,1,2.31E-26,0,1,1
F,212,1,1,2.80E-30,1,3.97E-27,0,1,1
F,213,1,1,6.81E-22,1,2.20E-20,2.41E-31,1,1
F,214,1,1,1.15E-13,1,1.78E-12,3.80E-21,1,1
F,215,1,1,1.70E-22,1,2.10E-20,1.54E-35,1,1
F,216,1,1,6.69E-30,1,1.94E-27,0,1,1
F,217,1,1,7.87E-28,1,1.95E-25,0,1,1
F,218,1,1,1.43E-32,1,7.04E-30,0,1,1
F,219,1,1,1.82E-32,1,1.69E-29,0,1,1
F,220,1,1,1.86E-28,1,1.28E-25,0,1,1
F,221,1,1,8.57E-29,1,2.18E-26,0,1,1
F,222,1,1,9.09E-27,1,5.68E-25,7.81E-38,1,1
F,223,1,1,3.10E-19,1,8.37E-18,5.61E-28,1,1
F,224,1,1,5.81E-09,1,5.58E-08,3.79E-15,1,1
F,225,0.999999523,0.999714315,5.14E-05,1,0.000141954,1.18E-07,0.999960303,1
F,226,1,1,6.70E-18,1,2.30E-16,2.21E-27,1,1
F,227,1,0.999999762,7.29E-19,1,1.24E-17,3.11E-26,1,1
F,228,1,1,3.13E-31,1,1.76E-28,0,1,1
F,229,1,1,2.05E-25,1,3.28E-23,0,1,1
F,230,1,1,1.00E-27,1,2.01E-25,0,1,1
F,231,1,1,8.77E-29,1,2.29E-26,0,1,1
F,232,1,1,4.32E-30,1,1.88E-27,0,1,1
F,233,1,1,1.45E-27,1,3.09E-25,0,1,1
F,234,1,1,1.14E-25,1,2.33E-23,0,1,1
F,235,1,1,5.82E-18,1,3.40E-16,2.73E-29,1,1
F,236,1,0.999824822,5.80E-07,1,1.96E-06,3.95E-10,0.999999881,1
F,237,0.994317472,0.995395005,0.022001693,0.999999881,0.033350762,0.002566404,0.947009444,0.99925071
F,238,1,1,3.28E-26,1,1.00E-23,0,1,1
F,239,1,1,1.48E-24,1,1.61E-22,2.81E-37,1,1
F,240,1,1,8.78E-24,1,6.85E-22,1.35E-35,1,1
F,241,1,1,6.74E-26,1,9.40E-24,0,1,1
F,242,1,1,2.88E-29,1,1.21E-26,0,1,1
F,243,1,1,2.90E-23,1,4.53E-21,2.56E-37,1,1
F,244,1,1,6.53E-13,1,9.44E-12,4.65E-20,1,1
F,245,1,1,4.61E-27,1,2.15E-24,0,1,1
F,246,1,1,4.59E-29,1,2.65E-26,0,1,1
F,247,0.983220339,0.999992967,0.424577385,1,0.63606292,0.007912523,0.022807365,0.998768747
F,248,0.985351861,0.999473751,0.067329317,1,0.1042867,0.004330044,0.609487057,0.998328388
F,249,1,1,1.35E-24,1,1.72E-22,1.09E-37,1,1
F,250,1,1,3.63E-28,1,1.57E-25,0,1,1
F,251,1,1,4.27E-31,1,7.10E-28,0,1,1
F,252,1,1,7.46E-26,1,1.83E-23,0,1,1
F,253,1,1,1.12E-15,1,5.88E-14,1.48E-26,1,1
F,254,1,1,8.07E-25,1,1.12E-22,6.02E-38,1,1
F,255,1,1,4.24E-26,1,1.35E-23,0,1,1
F,256,1,1,3.62E-27,1,2.71E-24,0,1,1
F,257,1,1,3.55E-29,1,9.64E-27,0,1,1
F,258,1,1,7.34E-18,1,6.95E-16,1.92E-30,1,1
F,259,1,0.999987125,2.58E-19,1,5.22E-18,2.37E-26,1,1
F,260,1,1,4.63E-23,1,5.74E-21,4.98E-36,1,1
F,261,1,0.999999642,1.06E-18,1,2.65E-17,1.57E-26,1,1
F,262,1,1,2.24E-22,1,3.85E-20,2.08E-36,1,1
F,263,1,1,1.75E-21,1,3.04E-19,8.00E-36,1,1
F,264,1,1,5.64E-18,1,1.57E-16,3.91E-26,1,1
F,265,1,0.999999166,4.13E-06,1,1.86E-05,4.27E-10,0.999991298,1
F,266,1,1,4.03E-24,1,1.51E-21,0,1,1
F,267,1,1,7.02E-28,1,7.15E-25,0,1,1
F,268,1,1,2.12E-21,1,1.13E-18,6.19E-39,1,1
F,269,1,1,4.12E-20,1,4.96E-18,1.48E-33,1,1
F,270,1,1,3.23E-21,1,1.47E-18,3.05E-38,1,1
F,271,1,1,3.91E-28,1,8.63E-25,0,1,1
F,272,1,1,7.15E-22,1,1.64E-19,4.59E-37,1,1
F,273,1,1,6.05E-27,1,2.13E-24,0,1,1
F,274,1,0.999999166,1.95E-21,1,8.33E-20,4.74E-30,1,1
F,275,1,1,1.46E-17,1,4.35E-16,1.34E-26,1,1
F,276,1,1,6.26E-23,1,3.21E-20,0,1,1
F,277,1,1,1.24E-27,1,2.49E-24,0,1,1
F,278,1,1,1.20E-25,1,1.93E-22,0,1,1
F,279,1,1,1.55E-26,1,4.20E-24,0,1,1
F,280,0.179543629,0.994816005,0.88653183,0.997863829,0.902944982,0.767153919,0.005288172,0.491753936
F,281,0.976190388,0.999548256,0.193035871,0.999999881,0.287405998,0.013785112,0.264448285,0.996718585
F,282,1,1,4.46E-20,1,1.17E-17,1.07E-35,1,1
F,283,1,1,1.62E-26,1,9.55E-24,0,1,1
F,284,1,1,1.88E-27,1,3.31E-24,0,1,1
F,285,1,0.999332845,6.57E-24,1,2.91E-22,8.79E-32,1,1
F,286,1,1,2.71E-12,1,1.05E-10,4.25E-22,1,1
F,287,1,1,2.41E-09,1,3.75E-08,1.63E-16,1,1
F,288,1,1,3.56E-11,1,4.95E-10,2.27E-18,1,1
F,289,1,1,3.10E-11,1,3.77E-10,5.13E-18,1,1
F,290,1,1,2.75E-19,1,1.93E-17,4.32E-30,1,1
F,291,1,0.999999762,4.21E-25,1,3.59E-23,3.57E-35,1,1
F,292,1,1,9.17E-25,1,2.60E-22,0,1,1
F,293,1,0.036323123,5.14E-21,1,6.14E-20,3.35E-25,1,1
F,294,1,1,2.52E-11,1,1.02E-09,5.74E-21,1,1
F,295,1,1,9.81E-15,1,7.50E-13,2.01E-26,1,1
F,296,1,1,2.83E-15,1,2.92E-13,9.00E-28,1,1
F,297,1,0.999803483,1.16E-06,1,4.74E-06,5.67E-10,0.999999762,1
F,298,1,1,8.52E-12,1,1.71E-10,1.01E-19,1,1
F,299,1,0.002530394,7.46E-19,1,8.26E-18,2.78E-22,1,1
F,300,0.998851538,0.99961108,0.018380841,1,0.034696829,0.000448185,0.912210286,0.9998914
F,301,0.998069704,0.999953508,0.078671634,1,0.165904924,0.001097773,0.466049105,0.9998492
F,302,1,1,1.69E-12,1,5.91E-11,6.44E-22,1,1
F,303,1,1,1.95E-13,1,6.92E-12,8.32E-23,1,1
F,304,1,0.999375045,1.52E-09,1,9.15E-09,1.60E-13,1,1
F,305,1,1,2.69E-16,1,1.03E-14,4.01E-25,1,1
F,306,1,0.999615669,2.74E-09,1,1.47E-08,6.64E-13,1,1
F,307,1,0.993455231,8.53E-13,1,7.46E-12,5.53E-17,1,1
F,308,1,0.300681919,5.32E-15,1,4.19E-14,2.13E-18,1,1
F,309,0.990323305,0.98884517,0.024482477,0.999999166,0.03489333,0.00475014,0.955421567,0.998639882
F,310,1,0.999996066,3.91E-05,1,0.000153433,1.02E-08,0.99990201,1
F,311,0.999999881,0.996973276,3.36E-06,1,9.74E-06,1.43E-08,0.999999642,1
F,312,0.999994636,0.014363678,7.02E-06,0.999998808,1.15E-05,1.54E-06,0.999999881,0.999999642
F,313,0.991982162,0.997551858,0.066152319,0.999999762,0.109193683,0.005710368,0.775858581,0.998909235
F,314,1,1,4.38E-14,1,2.30E-12,4.23E-25,1,1
F,315,1,1,2.32E-12,1,1.26E-10,3.80E-23,1,1
F,316,1,1,4.76E-06,1,3.66E-05,2.50E-11,0.999957681,1
F,317,0.999999642,0.999635458,4.12E-05,1,0.000124627,1.00E-07,0.999978781,1
F,318,0.941614687,7.33E-05,0.000275168,0.119733371,0.000343211,0.011748708,0.999984384,0.98948586
F,319,0.999999166,0.998070776,4.14E-05,1,0.000108413,2.49E-07,0.999985695,1
F,320,1,0.999998689,9.76E-08,1,5.78E-07,1.83E-12,1,1
F,321,0.988830745,0.983192921,0.026244678,0.999998331,0.036592312,0.006027723,0.95575583,0.998261034
F,322,0.797504842,0.994970381,0.327003062,0.999976397,0.386128128,0.126272321,0.2094886,0.952516913
F,323,1,1,5.37E-08,1,5.18E-07,7.62E-14,0.999999881,1
F,324,1,1,3.51E-17,1,1.06E-15,1.15E-25,1,1
F,325,0.999960899,0.999927163,0.001462737,1,0.00346682,8.47E-06,0.994693339,0.999997854
F,326,1,1,2.23E-13,1,5.22E-12,9.43E-22,1,1
F,327,0.933142722,0.238037959,0.010083616,0.997551501,0.011116565,0.01975449,0.99388957,0.988669872
F,328,1,0.999983549,1.02E-16,1,1.95E-15,2.36E-23,1,1
F,329,1,0.63109082,2.98E-12,1,1.42E-11,6.52E-15,1,1
F,330,1,0.999999881,5.37E-05,1,0.000277247,2.31E-09,0.999510765,1
G,0,0.992132008,0.999746263,0.111933045,1,0.188329563,0.003726627,0.431306034,0.999205768
G,1,0.99893266,0.986255646,0.002107376,1,0.003245649,0.000307242,0.998488188,0.999901414
G,2,0.940564811,0.146449894,0.003177298,0.998504758,0.004424534,0.019881096,0.998962045,0.990223169
G,3,0.222926542,0.884161174,0.604798317,0.973082125,0.65003258,0.663426578,0.070751064,0.566136479
G,4,0.138973072,0.999985576,0.982961714,0.999996781,0.989379466,0.758445203,7.33E-05,0.561717093
G,5,0.744770229,0.998814821,0.454805821,0.999994993,0.523146331,0.120700747,0.071451858,0.947158098
G,6,0.999998212,0.97356385,3.69E-06,1,8.18E-06,1.79E-07,0.999999762,1
G,7,0.999787271,0.995198548,0.000562231,1,0.001015979,3.33E-05,0.999648094,0.999989033
G,8,1,0.986165524,2.20E-08,1,6.57E-08,1.45E-10,1,1
G,9,1,0.998946965,4.67E-07,1,1.43E-06,1.41E-09,1,1
G,10,0.999732316,0.035099778,1.36E-05,0.99999702,2.02E-05,3.49E-05,0.999999642,0.999978304
G,11,0.999999523,0.987134397,1.59E-06,1,3.65E-06,3.38E-08,0.999999881,1
G,12,0.997450411,0.401427537,0.000385712,0.999995232,0.000555763,0.000539653,0.999933004,0.999730289
G,13,0.999434412,0.809253216,0.000368021,0.999999762,0.000528514,0.000129084,0.999930024,0.999951959
G,14,0.999848008,0.211111531,2.87E-05,0.999999642,4.57E-05,2.84E-05,0.999998808,0.999988914
